bedrooms,bathrooms,toilets,parking spaces,type,town,state,price
5.0,5.0,6.0,3.0,detached duplex,Lekki,Lagos,205000000.0
5.0,5.0,6.0,3.0,detached duplex,Lekki,Lagos,255000000.0
4.0,5.0,5.0,8.0,detached duplex,Magodo,Lagos,200000000.0
4.0,4.0,5.0,3.0,terraced duplex,Victoria Island (VI),Lagos,170000000.0
5.0,5.0,5.0,6.0,detached duplex,Asaba,Delta,150000000.0
5.0,6.0,6.0,3.0,detached duplex,Katampe,Abuja,200000000.0
4.0,5.0,5.0,5.0,detached duplex,Apo,Abuja,150000000.0
5.0,5.0,6.0,8.0,detached duplex,Lekki,Lagos,370000000.0
5.0,5.0,6.0,2.0,detached duplex,Lekki,Lagos,350000000.0
4.0,4.0,5.0,2.0,semi-detached duplex,Lekki,Lagos,130000000.0
4.0,4.0,5.0,2.0,terraced duplex,Yaba,Lagos,75000000.0
4.0,4.0,4.0,4.0,detached duplex,Ajah,Lagos,85000000.0
4.0,4.0,4.0,3.0,terraced duplex,Lekki,Lagos,200000000.0
4.0,5.0,5.0,5.0,detached duplex,Ibadan,Oyo,75000000.0
4.0,4.0,5.0,4.0,semi-detached duplex,Ibadan,Oyo,120000000.0
5.0,6.0,7.0,5.0,detached duplex,Lekki,Lagos,160000000.0
3.0,3.0,4.0,5.0,semi-detached bungalow,Lekki,Lagos,35000000.0
4.0,5.0,6.0,3.0,terraced duplex,Life Camp,Abuja,135000000.0
5.0,5.0,6.0,6.0,detached duplex,Asokoro District,Abuja,160000000.0
5.0,5.0,6.0,6.0,detached duplex,Lekki,Lagos,140000000.0
4.0,4.0,5.0,4.0,terraced duplex,Isheri North,Lagos,45000000.0
4.0,4.0,5.0,4.0,semi-detached duplex,Isheri North,Lagos,60000000.0
5.0,6.0,7.0,6.0,semi-detached duplex,Lekki,Lagos,140000000.0
4.0,4.0,3.0,2.0,terraced duplex,Lekki,Lagos,55000000.0
4.0,5.0,5.0,4.0,semi-detached duplex,Lekki,Lagos,95000000.0
3.0,3.0,4.0,2.0,block of flats,Victoria Island (VI),Lagos,85000000.0
4.0,5.0,5.0,8.0,detached duplex,Gwarinpa,Abuja,75000000.0
4.0,6.0,6.0,4.0,terraced duplex,Jahi,Abuja,110000000.0
4.0,3.0,3.0,2.0,terraced duplex,Kabusa,Abuja,35000000.0
4.0,4.0,5.0,5.0,semi-detached duplex,Lekki,Lagos,75000000.0
5.0,6.0,7.0,6.0,detached duplex,Lekki,Lagos,150000000.0
4.0,4.0,5.0,3.0,terraced duplex,Life Camp,Abuja,65000000.0
3.0,3.0,4.0,2.0,detached bungalow,Ibeju Lekki,Lagos,25000000.0
4.0,5.0,6.0,4.0,detached duplex,Ajah,Lagos,95000000.0
5.0,5.0,6.0,4.0,detached duplex,Idu Industrial,Abuja,70000000.0
5.0,5.0,6.0,3.0,semi-detached duplex,Lekki,Lagos,120000000.0
3.0,3.0,4.0,3.0,terraced duplex,Ajah,Lagos,42000000.0
4.0,4.0,5.0,3.0,detached duplex,Apo,Abuja,160000000.0
4.0,4.0,5.0,4.0,semi-detached duplex,Lokogoma District,Abuja,50000000.0
3.0,3.0,4.0,5.0,detached bungalow,Karsana,Abuja,65000000.0
4.0,4.0,5.0,8.0,detached bungalow,Oluyole,Oyo,27000000.0
5.0,5.0,6.0,7.0,detached duplex,Guzape District,Abuja,250000000.0
4.0,4.0,5.0,4.0,terraced duplex,Maitama District,Abuja,240000000.0
5.0,5.0,6.0,5.0,detached duplex,Wuye,Abuja,260000000.0
4.0,4.0,5.0,3.0,terraced duplex,Lekki,Lagos,56000000.0
3.0,4.0,4.0,4.0,semi-detached bungalow,Lekki,Lagos,33000000.0
4.0,5.0,5.0,6.0,detached duplex,Katampe,Abuja,250000000.0
5.0,6.0,6.0,6.0,detached duplex,Lekki,Lagos,370000000.0
3.0,3.0,4.0,3.0,detached duplex,Ifako-Ijaiye,Lagos,35000000.0
4.0,4.0,5.0,4.0,detached duplex,Lekki,Lagos,180000000.0
3.0,3.0,4.0,2.0,terraced duplex,Asokoro District,Abuja,60000000.0
6.0,6.0,7.0,10.0,detached duplex,Gwarinpa,Abuja,220000000.0
3.0,4.0,4.0,4.0,detached bungalow,Mowe Town,Ogun,20000000.0
4.0,5.0,5.0,4.0,detached duplex,Mowe Town,Ogun,50000000.0
4.0,4.0,5.0,3.0,terraced duplex,Lekki,Lagos,190000000.0
4.0,5.0,5.0,10.0,detached duplex,Asokoro District,Abuja,300000000.0
4.0,4.0,5.0,3.0,terraced duplex,Jahi,Abuja,75000000.0
4.0,4.0,5.0,10.0,detached duplex,Lokogoma District,Abuja,57500000.0
4.0,6.0,6.0,6.0,detached duplex,Ajah,Lagos,190000000.0
4.0,4.0,5.0,3.0,detached duplex,Lekki,Lagos,180000000.0
5.0,5.0,6.0,6.0,detached duplex,Ajah,Lagos,29000000.0
5.0,5.0,6.0,5.0,detached duplex,Lekki,Lagos,390000000.0
3.0,3.0,4.0,3.0,detached bungalow,Ifako-Ijaiye,Lagos,17500000.0
6.0,6.0,6.0,5.0,block of flats,Agege,Lagos,13000000.0
3.0,3.0,4.0,2.0,block of flats,Victoria Island (VI),Lagos,180000000.0
5.0,6.0,6.0,6.0,detached duplex,Lekki,Lagos,360000000.0
5.0,6.0,6.0,6.0,detached duplex,Lekki,Lagos,400000000.0
5.0,6.0,6.0,6.0,detached duplex,Lekki,Lagos,200000000.0
5.0,5.0,6.0,4.0,semi-detached duplex,Lekki,Lagos,300000000.0
5.0,5.0,6.0,8.0,detached duplex,Asaba,Delta,120000000.0
5.0,5.0,6.0,2.0,detached duplex,Lekki,Lagos,140000000.0
5.0,5.0,6.0,3.0,detached duplex,Lekki,Lagos,170000000.0
4.0,4.0,5.0,2.0,terraced duplex,Guzape District,Abuja,100000000.0
5.0,5.0,6.0,4.0,detached duplex,Lekki,Lagos,285000000.0
3.0,3.0,4.0,3.0,terraced duplex,Lekki,Lagos,75000000.0
4.0,4.0,5.0,3.0,detached duplex,Karsana,Abuja,45000000.0
4.0,4.0,5.0,3.0,semi-detached duplex,Karsana,Abuja,35000000.0
4.0,4.0,5.0,2.0,semi-detached duplex,Ajah,Lagos,70000000.0
5.0,6.0,7.0,4.0,detached duplex,Ajah,Lagos,95000000.0
4.0,4.0,5.0,4.0,detached duplex,Magodo,Lagos,120000000.0
4.0,4.0,5.0,6.0,detached duplex,Wumba,Abuja,150000000.0
5.0,5.0,6.0,6.0,terraced duplex,Victoria Island (VI),Lagos,250000000.0
5.0,5.0,6.0,4.0,detached bungalow,Lekki,Lagos,170000000.0
4.0,5.0,5.0,3.0,detached duplex,Lekki,Lagos,95000000.0
5.0,5.0,6.0,10.0,detached duplex,Lekki,Lagos,210000000.0
5.0,5.0,6.0,3.0,detached duplex,Lekki,Lagos,130000000.0
5.0,6.0,6.0,10.0,detached duplex,Guzape District,Abuja,280000000.0
5.0,6.0,6.0,10.0,detached duplex,Guzape District,Abuja,270000000.0
4.0,4.0,5.0,6.0,detached duplex,Lekki,Lagos,150000000.0
4.0,5.0,5.0,3.0,terraced duplex,Lekki,Lagos,105000000.0
5.0,5.0,6.0,3.0,detached duplex,Lekki,Lagos,300000000.0
4.0,4.0,5.0,6.0,detached duplex,Port Harcourt,Rivers,150000000.0
4.0,5.0,6.0,2.0,terraced duplex,Lekki,Lagos,78000000.0
4.0,4.0,5.0,6.0,detached duplex,Ajah,Lagos,100000000.0
4.0,4.0,5.0,4.0,semi-detached duplex,Gwarinpa,Abuja,45000000.0
4.0,4.0,5.0,6.0,detached duplex,Gwarinpa,Abuja,100000000.0
4.0,5.0,5.0,5.0,detached bungalow,Wuse,Abuja,170000000.0
4.0,4.0,5.0,3.0,terraced duplex,Lugbe District,Abuja,55000000.0
4.0,4.0,5.0,8.0,detached duplex,Lekki,Lagos,90000000.0
5.0,6.0,6.0,8.0,detached duplex,Lekki,Lagos,350000000.0
4.0,4.0,5.0,3.0,detached duplex,Lekki,Lagos,78000000.0
5.0,5.0,6.0,3.0,detached duplex,Lekki,Lagos,220000000.0
4.0,5.0,6.0,3.0,detached duplex,Ajah,Lagos,100000000.0
4.0,5.0,5.0,5.0,semi-detached duplex,Ibeju Lekki,Lagos,55000000.0
5.0,5.0,5.0,4.0,detached duplex,Lekki,Lagos,130000000.0
5.0,6.0,6.0,6.0,detached duplex,Lekki,Lagos,275000000.0
3.0,4.0,4.0,3.0,semi-detached bungalow,Lekki,Lagos,25000000.0
4.0,5.0,5.0,3.0,terraced duplex,Lekki,Lagos,55000000.0
5.0,6.0,6.0,4.0,detached duplex,Lekki,Lagos,75000000.0
4.0,4.0,4.0,2.0,terraced duplex,Lekki,Lagos,160000000.0
4.0,4.0,5.0,4.0,terraced duplex,Lekki,Lagos,100000000.0
4.0,4.0,5.0,4.0,terraced duplex,Life Camp,Abuja,90000000.0
5.0,5.0,6.0,8.0,detached duplex,Ajah,Lagos,195000000.0
4.0,4.0,5.0,4.0,semi-detached duplex,Ogudu,Lagos,100000000.0
5.0,6.0,6.0,8.0,detached duplex,Owerri Municipal,Imo,90000000.0
4.0,4.0,5.0,4.0,terraced duplex,Jabi,Abuja,160000000.0
4.0,5.0,5.0,4.0,detached duplex,Ajah,Lagos,92000000.0
4.0,4.0,5.0,3.0,detached duplex,Lekki,Lagos,82000000.0
4.0,5.0,6.0,5.0,detached duplex,Lekki,Lagos,130000000.0
5.0,6.0,7.0,4.0,detached duplex,Lekki,Lagos,145000000.0
5.0,6.0,6.0,5.0,terraced duplex,Guzape District,Abuja,220000000.0
4.0,4.0,5.0,4.0,terraced duplex,Lekki,Lagos,60000000.0
4.0,4.0,5.0,3.0,detached duplex,Ajah,Lagos,85000000.0
5.0,6.0,7.0,7.0,detached duplex,Lekki,Lagos,220000000.0
4.0,4.0,5.0,4.0,terraced duplex,Lekki,Lagos,50000000.0
4.0,4.0,5.0,2.0,terraced duplex,Lekki,Lagos,105000000.0
4.0,4.0,6.0,6.0,detached duplex,Owerri Municipal,Imo,65000000.0
5.0,6.0,6.0,5.0,detached duplex,Lekki,Lagos,230000000.0
3.0,3.0,3.0,3.0,detached bungalow,Ajah,Lagos,40000000.0
5.0,5.0,5.0,5.0,detached duplex,Lekki,Lagos,200000000.0
3.0,3.0,4.0,2.0,block of flats,Victoria Island (VI),Lagos,155000000.0
4.0,4.0,5.0,2.0,detached duplex,Victoria Island (VI),Lagos,370000000.0
4.0,4.0,5.0,2.0,semi-detached duplex,Magboro,Ogun,31500000.0
4.0,4.0,5.0,4.0,semi-detached duplex,Lekki,Lagos,300000000.0
3.0,3.0,4.0,3.0,terraced duplex,Ibeju Lekki,Lagos,40000000.0
4.0,4.0,5.0,5.0,detached duplex,Lekki,Lagos,110000000.0
4.0,5.0,6.0,4.0,semi-detached duplex,Lugbe District,Abuja,85000000.0
3.0,3.0,4.0,3.0,terraced duplex,Asaba,Delta,40000000.0
4.0,4.0,5.0,10.0,detached bungalow,Gwarinpa,Abuja,165000000.0
5.0,4.0,5.0,8.0,detached duplex,Life Camp,Abuja,220000000.0
6.0,6.0,7.0,6.0,detached duplex,Karsana,Abuja,170000000.0
4.0,4.0,5.0,4.0,semi-detached duplex,Apo,Abuja,130000000.0
4.0,3.0,3.0,4.0,semi-detached duplex,Lekki,Lagos,75000000.0
5.0,5.0,6.0,6.0,detached duplex,Asaba,Delta,170000000.0
4.0,4.0,5.0,3.0,terraced duplex,Maryland,Lagos,70000000.0
3.0,3.0,4.0,6.0,detached bungalow,Lugbe District,Abuja,23500000.0
5.0,6.0,7.0,8.0,detached duplex,Lugbe District,Abuja,35000000.0
3.0,3.0,4.0,10.0,detached bungalow,Karshi,Nasarawa,13000000.0
3.0,3.0,4.0,4.0,terraced duplex,Gwarinpa,Abuja,85000000.0
4.0,5.0,6.0,4.0,terraced duplex,Guzape District,Abuja,120000000.0
4.0,4.0,5.0,6.0,detached bungalow,Galadimawa,Abuja,28000000.0
5.0,6.0,7.0,6.0,detached duplex,Wuye,Abuja,250000000.0
5.0,6.0,7.0,4.0,detached duplex,Kubwa,Abuja,53000000.0
4.0,5.0,5.0,4.0,semi-detached duplex,Maryland,Lagos,150000000.0
5.0,6.0,7.0,6.0,semi-detached duplex,Life Camp,Abuja,120000000.0
4.0,4.0,5.0,3.0,terraced duplex,Life Camp,Abuja,50000000.0
4.0,5.0,6.0,3.0,terraced duplex,Life Camp,Abuja,67000000.0
3.0,3.0,4.0,3.0,terraced duplex,Asokoro District,Abuja,60000000.0
3.0,3.0,4.0,4.0,terraced duplex,Asokoro District,Abuja,70000000.0
3.0,3.0,4.0,4.0,terraced duplex,Asokoro District,Abuja,75000000.0
5.0,6.0,7.0,6.0,detached duplex,Gwarinpa,Abuja,130000000.0
4.0,5.0,6.0,4.0,detached duplex,Apo,Abuja,150000000.0
5.0,6.0,7.0,3.0,terraced duplex,Life Camp,Abuja,125000000.0
4.0,5.0,6.0,3.0,terraced duplex,Lugbe District,Abuja,50000000.0
4.0,4.0,5.0,2.0,detached duplex,Ajah,Lagos,72000000.0
4.0,4.0,5.0,3.0,semi-detached duplex,Ajah,Lagos,70000000.0
5.0,5.0,6.0,3.0,detached duplex,Katampe,Abuja,400000000.0
4.0,4.0,4.0,5.0,terraced duplex,Katampe,Abuja,65000000.0
3.0,3.0,4.0,4.0,detached bungalow,Mowe Town,Ogun,18000000.0
4.0,4.0,5.0,4.0,semi-detached duplex,Jahi,Abuja,95000000.0
4.0,4.0,5.0,4.0,semi-detached duplex,Lekki,Lagos,73000000.0
3.0,3.0,4.0,2.0,terraced duplex,Lekki,Lagos,45000000.0
4.0,5.0,5.0,6.0,detached duplex,Apo,Abuja,80000000.0
4.0,4.0,5.0,3.0,semi-detached duplex,Ogudu,Lagos,100000000.0
4.0,4.0,4.0,3.0,semi-detached duplex,Lekki,Lagos,260000000.0
5.0,5.0,5.0,4.0,detached duplex,Lekki,Lagos,70000000.0
4.0,4.0,5.0,2.0,semi-detached duplex,Magodo,Lagos,100000000.0
4.0,4.0,5.0,5.0,terraced duplex,Guzape District,Abuja,70000000.0
4.0,4.0,4.0,2.0,terraced duplex,Ajah,Lagos,51000000.0
4.0,4.0,5.0,3.0,terraced duplex,Ajah,Lagos,55000000.0
4.0,4.0,5.0,4.0,semi-detached duplex,Ikoyi,Lagos,400000000.0
4.0,5.0,6.0,4.0,detached duplex,Ajah,Lagos,79000000.0
3.0,3.0,4.0,2.0,semi-detached duplex,Lekki,Lagos,82500000.0
5.0,5.0,6.0,6.0,detached duplex,Kubwa,Abuja,48500000.0
4.0,4.0,5.0,6.0,semi-detached duplex,Kubwa,Abuja,39500000.0
4.0,4.0,5.0,5.0,detached duplex,Kubwa,Abuja,41500000.0
4.0,4.0,5.0,2.0,terraced duplex,Lekki,Lagos,63000000.0
4.0,5.0,6.0,4.0,detached duplex,Ajah,Lagos,65000000.0
4.0,5.0,5.0,5.0,detached duplex,Gwarinpa,Abuja,140000000.0
5.0,6.0,7.0,4.0,detached duplex,Ajah,Lagos,105000000.0
3.0,4.0,4.0,4.0,semi-detached bungalow,Lekki,Lagos,25000000.0
5.0,5.0,6.0,4.0,terraced duplex,Guzape District,Abuja,230000000.0
5.0,5.0,6.0,6.0,semi-detached duplex,Life Camp,Abuja,80000000.0
6.0,6.0,7.0,5.0,detached duplex,Jabi,Abuja,350000000.0
4.0,4.0,5.0,3.0,terraced duplex,Lekki,Lagos,135000000.0
6.0,6.0,7.0,6.0,detached duplex,Lekki,Lagos,180000000.0
3.0,3.0,3.0,3.0,detached bungalow,Uyo,Akwa Ibom,17000000.0
4.0,4.0,5.0,2.0,terraced duplex,Ajah,Lagos,65000000.0
3.0,3.0,4.0,3.0,semi-detached duplex,Lekki,Lagos,77000000.0
4.0,5.0,5.0,3.0,semi-detached duplex,Lekki,Lagos,80000000.0
4.0,4.0,5.0,4.0,semi-detached duplex,Ikoyi,Lagos,250000000.0
4.0,4.0,5.0,2.0,detached duplex,Lekki,Lagos,90000000.0
5.0,5.0,6.0,2.0,detached duplex,Lekki,Lagos,220000000.0
4.0,5.0,5.0,9.0,detached duplex,Amuwo Odofin,Lagos,80000000.0
4.0,4.0,4.0,5.0,detached bungalow,Ajah,Lagos,35000000.0
5.0,5.0,6.0,5.0,detached duplex,Lekki,Lagos,160000000.0
3.0,3.0,4.0,2.0,block of flats,Lekki,Lagos,65000000.0
4.0,4.0,5.0,4.0,detached duplex,Ajah,Lagos,80000000.0
4.0,3.0,4.0,2.0,terraced duplex,Ajah,Lagos,45000000.0
4.0,4.0,5.0,2.0,terraced duplex,Victoria Island (VI),Lagos,190000000.0
5.0,5.0,6.0,10.0,detached duplex,Lekki,Lagos,130000000.0
5.0,6.0,6.0,10.0,detached duplex,Wuse 2,Abuja,400000000.0
4.0,5.0,5.0,3.0,terraced duplex,Gwarinpa,Abuja,140000000.0
3.0,3.0,4.0,4.0,detached bungalow,Lokogoma District,Abuja,30000000.0
4.0,4.0,5.0,4.0,semi-detached duplex,Ikeja,Lagos,90000000.0
4.0,4.0,5.0,2.0,terraced duplex,Ikeja,Lagos,135000000.0
5.0,5.0,5.0,4.0,detached duplex,Ajah,Lagos,50000000.0
5.0,5.0,6.0,7.0,detached duplex,Lekki,Lagos,400000000.0
5.0,6.0,6.0,7.0,detached duplex,Karsana,Abuja,155000000.0
4.0,4.0,5.0,5.0,terraced duplex,Lekki,Lagos,200000000.0
4.0,5.0,5.0,5.0,terraced duplex,Katampe,Abuja,160000000.0
5.0,6.0,6.0,6.0,detached duplex,Wuye,Abuja,250000000.0
5.0,5.0,6.0,9.0,detached duplex,Jahi,Abuja,230000000.0
4.0,4.0,5.0,3.0,terraced duplex,Ajah,Lagos,35000000.0
4.0,4.0,5.0,3.0,terraced duplex,Life Camp,Abuja,90000000.0
5.0,5.0,6.0,3.0,detached duplex,Magodo,Lagos,90000000.0
3.0,3.0,3.0,3.0,semi-detached duplex,Ibeju Lekki,Lagos,45000000.0
4.0,5.0,5.0,3.0,terraced duplex,Ikoyi,Lagos,220000000.0
4.0,3.0,4.0,2.0,terraced duplex,Lekki,Lagos,84000000.0
4.0,4.0,4.0,3.0,semi-detached duplex,Lekki,Lagos,77000000.0
3.0,4.0,4.0,2.0,terraced duplex,Lekki,Lagos,55000000.0
5.0,5.0,6.0,3.0,detached duplex,Lekki,Lagos,405000000.0
4.0,4.0,4.0,3.0,semi-detached duplex,Lekki,Lagos,110000000.0
4.0,4.0,4.0,3.0,semi-detached duplex,Lekki,Lagos,100000000.0
5.0,5.0,5.0,8.0,detached duplex,Lekki,Lagos,300000000.0
5.0,5.0,5.0,8.0,semi-detached duplex,Ajah,Lagos,150000000.0
5.0,6.0,6.0,6.0,detached duplex,Ajah,Lagos,78000000.0
5.0,6.0,6.0,8.0,detached duplex,Lekki,Lagos,165000000.0
5.0,6.0,6.0,5.0,detached duplex,Guzape District,Abuja,250000000.0
4.0,4.0,5.0,2.0,terraced duplex,Lekki,Lagos,97000000.0
4.0,5.0,5.0,3.0,terraced duplex,Ikoyi,Lagos,300000000.0
5.0,6.0,7.0,6.0,detached duplex,Lekki,Lagos,300000000.0
4.0,5.0,5.0,2.0,detached duplex,Lekki,Lagos,110000000.0
4.0,4.0,5.0,4.0,terraced duplex,Lekki,Lagos,62000000.0
5.0,5.0,6.0,5.0,semi-detached duplex,Lekki,Lagos,280000000.0
4.0,4.0,5.0,3.0,terraced duplex,Agege,Lagos,70000000.0
3.0,3.0,5.0,4.0,block of flats,Lekki,Lagos,55000000.0
4.0,5.0,6.0,5.0,detached duplex,Ajah,Lagos,135000000.0
4.0,4.0,5.0,6.0,semi-detached duplex,Ibeju Lekki,Lagos,35000000.0
3.0,3.0,4.0,2.0,block of flats,Ajah,Lagos,42000000.0
5.0,6.0,6.0,8.0,detached duplex,Lekki,Lagos,280000000.0
4.0,4.0,5.0,3.0,detached duplex,Ajah,Lagos,72000000.0
4.0,4.0,5.0,3.0,semi-detached duplex,Ajah,Lagos,58000000.0
3.0,3.0,4.0,3.0,terraced duplex,Lekki,Lagos,65000000.0
5.0,5.0,6.0,10.0,detached duplex,Lekki,Lagos,300000000.0
5.0,5.0,6.0,10.0,detached duplex,Ajah,Lagos,135000000.0
4.0,5.0,4.0,3.0,semi-detached duplex,Victoria Island (VI),Lagos,130000000.0
4.0,4.0,5.0,4.0,detached duplex,Ajah,Lagos,95000000.0
4.0,5.0,6.0,6.0,semi-detached duplex,Lekki,Lagos,160000000.0
5.0,6.0,7.0,3.0,semi-detached duplex,Lekki,Lagos,350000000.0
5.0,6.0,7.0,3.0,detached duplex,Lekki,Lagos,170000000.0
4.0,5.0,6.0,3.0,semi-detached duplex,Lekki,Lagos,90000000.0
3.0,3.0,4.0,2.0,semi-detached duplex,Lekki,Lagos,48000000.0
5.0,6.0,6.0,4.0,detached duplex,Lekki,Lagos,140000000.0
4.0,4.0,5.0,3.0,terraced duplex,Maitama District,Abuja,230000000.0
5.0,5.0,4.0,5.0,detached duplex,Lekki,Lagos,180000000.0
4.0,4.0,5.0,3.0,terraced duplex,Maitama District,Abuja,250000000.0
4.0,4.0,5.0,4.0,semi-detached duplex,Guzape District,Abuja,150000000.0
3.0,4.0,4.0,2.0,terraced duplex,Ajah,Lagos,45000000.0
6.0,6.0,7.0,4.0,detached duplex,Lekki,Lagos,150000000.0
5.0,5.0,6.0,5.0,detached duplex,Asaba,Delta,150000000.0
5.0,5.0,6.0,8.0,detached duplex,Ajah,Lagos,220000000.0
5.0,5.0,6.0,4.0,semi-detached duplex,Ajah,Lagos,155000000.0
4.0,4.0,4.0,3.0,semi-detached duplex,Ibeju Lekki,Lagos,50000000.0
5.0,5.0,6.0,3.0,detached duplex,Jabi,Abuja,199999999.0
4.0,6.0,5.0,6.0,detached duplex,Jabi,Abuja,185000000.0
5.0,6.0,6.0,8.0,detached duplex,Gwarinpa,Abuja,160000000.0
4.0,4.0,5.0,4.0,terraced duplex,Lekki,Lagos,125000000.0
4.0,5.0,6.0,5.0,detached duplex,Lekki,Lagos,250000000.0
4.0,5.0,5.0,5.0,detached duplex,Lekki,Lagos,125000000.0
5.0,5.0,6.0,9.0,detached bungalow,Ajah,Lagos,30000000.0
3.0,3.0,3.0,3.0,detached bungalow,Ogijo,Ogun,17000000.0
4.0,4.0,5.0,4.0,semi-detached duplex,Galadimawa,Abuja,80000000.0
4.0,4.0,6.0,6.0,semi-detached duplex,Port Harcourt,Rivers,65000000.0
5.0,6.0,6.0,6.0,detached duplex,Lekki,Lagos,280000000.0
6.0,6.0,8.0,5.0,detached bungalow,Karsana,Abuja,65000000.0
5.0,5.0,6.0,5.0,detached duplex,Ajah,Lagos,110000000.0
4.0,4.0,5.0,5.0,semi-detached duplex,Maryland,Lagos,75000000.0
3.0,3.0,4.0,3.0,terraced duplex,Maryland,Lagos,65000000.0
4.0,4.0,4.0,4.0,detached bungalow,Ayobo,Lagos,12500000.0
4.0,4.0,5.0,4.0,semi-detached duplex,Magodo,Lagos,90000000.0
4.0,4.0,5.0,4.0,semi-detached duplex,Maryland,Lagos,160000000.0
4.0,4.0,4.0,4.0,semi-detached duplex,Gbagada,Lagos,280000000.0
3.0,3.0,4.0,3.0,terraced duplex,Ajah,Lagos,33000000.0
5.0,5.0,6.0,6.0,semi-detached duplex,Lekki,Lagos,220000000.0
5.0,5.0,6.0,9.0,detached duplex,Lekki,Lagos,160000000.0
3.0,3.0,4.0,3.0,semi-detached duplex,Ibeju Lekki,Lagos,43000000.0
3.0,3.0,4.0,5.0,detached bungalow,Mowe Ofada,Ogun,23000000.0
3.0,3.0,4.0,2.0,block of flats,Lekki,Lagos,130000000.0
4.0,4.0,5.0,4.0,detached duplex,Isolo,Lagos,87000000.0
5.0,5.0,6.0,6.0,detached duplex,Port Harcourt,Rivers,85000000.0
6.0,6.0,7.0,6.0,detached duplex,Port Harcourt,Rivers,130000000.0
5.0,5.0,2.0,5.0,semi-detached duplex,Lekki,Lagos,130000000.0
3.0,4.0,4.0,3.0,detached duplex,Lekki,Lagos,75000000.0
3.0,4.0,4.0,3.0,block of flats,Lekki,Lagos,80000000.0
4.0,5.0,5.0,3.0,semi-detached duplex,Lekki,Lagos,79000000.0
4.0,4.0,5.0,5.0,detached duplex,Arepo,Ogun,115000000.0
4.0,4.0,5.0,4.0,terraced duplex,Arepo,Ogun,65000000.0
5.0,5.0,5.0,2.0,detached duplex,Ajah,Lagos,78000000.0
5.0,5.0,5.0,3.0,detached duplex,Lekki,Lagos,130000000.0
4.0,4.0,4.0,3.0,semi-detached duplex,Lekki,Lagos,90000000.0
4.0,5.0,5.0,4.0,detached duplex,Lekki,Lagos,75000000.0
4.0,5.0,6.0,2.0,semi-detached duplex,Lekki,Lagos,50000000.0
5.0,6.0,7.0,5.0,detached duplex,Lekki,Lagos,190000000.0
4.0,5.0,6.0,5.0,detached duplex,Lekki,Lagos,190000000.0
4.0,5.0,6.0,3.0,detached duplex,Lekki,Lagos,115000000.0
5.0,6.0,7.0,4.0,detached duplex,Lekki,Lagos,250000000.0
5.0,6.0,7.0,4.0,detached duplex,Lekki,Lagos,130000000.0
5.0,6.0,7.0,4.0,detached duplex,Lekki,Lagos,330000000.0
5.0,6.0,7.0,5.0,detached duplex,Lekki,Lagos,100000000.0
5.0,6.0,7.0,5.0,detached duplex,Ajah,Lagos,145000000.0
3.0,3.0,4.0,3.0,semi-detached duplex,Ojodu,Lagos,45000000.0
5.0,5.0,6.0,10.0,detached duplex,Ado-Odo/Ota,Ogun,28000000.0
4.0,4.0,4.0,4.0,semi-detached duplex,Maryland,Lagos,165000000.0
4.0,4.0,5.0,3.0,semi-detached duplex,Lekki,Lagos,64000000.0
5.0,5.0,6.0,6.0,detached duplex,Port Harcourt,Rivers,120000000.0
4.0,4.0,5.0,7.0,detached duplex,Jabi,Abuja,290000000.0
5.0,5.0,6.0,4.0,terraced duplex,Wuse 2,Abuja,90000000.0
3.0,3.0,4.0,5.0,block of flats,Ikoyi,Lagos,145000000.0
3.0,3.0,4.0,3.0,terraced duplex,Lekki,Lagos,48000000.0
3.0,3.0,4.0,5.0,terraced duplex,Lekki,Lagos,75000000.0
5.0,5.0,6.0,5.0,detached duplex,Ikeja,Lagos,150000000.0
5.0,5.0,6.0,6.0,detached duplex,Lekki,Lagos,390000000.0
3.0,3.0,4.0,2.0,terraced duplex,Kubwa,Abuja,30500000.0
5.0,6.0,7.0,5.0,detached duplex,Ajah,Lagos,150000000.0
5.0,5.0,5.0,6.0,detached bungalow,Oluyole,Oyo,33000000.0
4.0,4.0,5.0,2.0,semi-detached duplex,Ajah,Lagos,72000000.0
4.0,4.0,4.0,4.0,terraced duplex,Lekki,Lagos,205000000.0
4.0,5.0,6.0,4.0,detached duplex,Lekki,Lagos,120000000.0
5.0,6.0,7.0,3.0,semi-detached duplex,Lekki,Lagos,150000000.0
4.0,4.0,5.0,2.0,terraced duplex,Lekki,Lagos,205000000.0
4.0,5.0,5.0,4.0,semi-detached duplex,Lugbe District,Abuja,180000000.0
3.0,3.0,4.0,3.0,semi-detached duplex,Lekki,Lagos,55000000.0
4.0,4.0,6.0,4.0,detached duplex,Lekki,Lagos,78000000.0
5.0,5.0,6.0,4.0,semi-detached duplex,Guzape District,Abuja,170000000.0
5.0,5.0,6.0,4.0,terraced duplex,Katampe,Abuja,150000000.0
4.0,4.0,5.0,3.0,terraced duplex,Guzape District,Abuja,120000000.0
3.0,3.0,4.0,3.0,block of flats,Katampe,Abuja,58000000.0
5.0,5.0,6.0,3.0,detached duplex,Lekki,Lagos,195000000.0
3.0,3.0,4.0,3.0,semi-detached duplex,Isheri North,Lagos,47000000.0
4.0,4.0,5.0,3.0,semi-detached duplex,Ikeja,Lagos,65000000.0
4.0,4.0,5.0,2.0,semi-detached duplex,Ajah,Lagos,68000000.0
